0 0.000000 0.000000
1 -1.000000 -0.010976
2 -1.000000 -0.021957
3 -1.000000 -0.032946
4 -1.000000 -0.043949
5 -1.000000 -0.054969
6 -1.000000 -0.066011
7 -1.000000 -0.077079
8 -1.000000 -0.088178
9 -1.000000 -0.099312
10 -1.000000 -0.110487
11 -1.000000 -0.121707
12 -1.000000 -0.132976
13 -1.000000 -0.144300
14 -1.000000 -0.155684
15 -1.000000 -0.167132
16 -1.000000 -0.178650
17 -1.000000 -0.190244
18 -1.000000 -0.201919
19 -1.000000 -0.213680
20 -1.000000 -0.225535
21 -1.000000 -0.237488
22 -1.000000 -0.249546
23 -1.000000 -0.261716
24 -1.000000 -0.274005
25 -1.000000 -0.286419
26 -1.000000 -0.298967
27 -1.000000 -0.311655
28 -1.000000 -0.324492
29 -0.999999 -0.337486
30 -0.999999 -0.350647
31 -0.999999 -0.363983
32 -0.999999 -0.377503
33 -0.999999 -0.391220
34 -0.999999 -0.405142
35 -0.999999 -0.419281
36 -0.999999 -0.433650
37 -0.999999 -0.448261
38 -0.999999 -0.463127
39 -0.999999 -0.478263
40 -0.999999 -0.493683
41 -0.999999 -0.509404
42 -0.999999 -0.525443
43 -0.999999 -0.541817
44 -0.999999 -0.558547
45 -0.999999 -0.575652
46 -0.999999 -0.593155
47 -0.999998 -0.611081
48 -0.999998 -0.629453
49 -0.999998 -0.648300
50 -0.999998 -0.667652
51 -0.999998 -0.687540
52 -0.999998 -0.707999
53 -0.999998 -0.729065
54 -0.999998 -0.750781
55 -0.999998 -0.773189
56 -0.999998 -0.796337
57 -0.999997 -0.820279
58 -0.999997 -0.845071
59 -0.999997 -0.870776
60 -0.999997 -0.897462
61 -0.999997 -0.925207
62 -0.999997 -0.954093
63 -0.999997 -0.984214
64 -0.999997 -1.015673
65 -0.999996 -1.048584
66 -0.999996 -1.083076
67 -0.999996 -1.119291
68 -0.999996 -1.157393
69 -0.999996 -1.197562
70 -0.999995 -1.240005
71 -0.999995 -1.284957
72 -0.999995 -1.332687
73 -0.999995 -1.383501
74 -0.999994 -1.437756
75 -0.999994 -1.495864
76 -0.999994 -1.558304
77 -0.999993 -1.625642
78 -0.999993 -1.698543
79 -0.999992 -1.777803
80 -0.999992 -1.864373
81 -0.999991 -1.959408
82 -0.999991 -2.064318
83 -0.999990 -2.180845
84 -0.999990 -2.311171
85 -0.999989 -2.458056
86 -0.999988 -2.625056
87 -0.999987 -2.816822
88 -0.999986 -3.039560
89 -0.999984 -3.301746
90 -0.999983 -3.615258
91 -0.999981 -3.997283
92 -0.999978 -4.473651
